,0,1
1198,용마터널(서측),1198
1199,내부순환로연결램프(강변북로),1199
1200,잠실역,1200
1201,초이동,1201
1202,응암제2동주민센터,1202
1203,회기역(1번출구),1203
1204,대청초교,1204
1205,반포IC,1205
1206,영등포구청역,1206
1207,발산역,1207
1208,벌말로김포시계,1208
1209,동명여고,1209
1210,수암초교앞,1210
1211,아차산역,1211
1212,중동초교앞,1212
1213,신진빌딩,1213
1214,한천중학교,1214
1215,흑석2동신한은행,1215
1216,망원동진출입(강변북로),1216
1217,성내유수지체육공원,1217
1218,수유역,1218
1219,연대세브란스병원,1219
1220,용암초등학교,1220
1221,구로전화국,1221
1222,합정역,1222
1223,목동현대아파트,1223
1224,중림동입구,1224
1225,금천IC,1225
1226,홍연2교동측,1226
1227,도봉운전면허시험장,1227
1228,당현2교,1228
1229,관악터널입구,1229
1230,도림고가차도(남측),1230
1231,삼흥자동차공업사,1231
1232,염창역,1232
1233,시계(도봉로),1233
1234,북악골프연습장,1234
1235,석관지구대,1235
1236,역삼초교,1236
1237,잠실주공1단지,1237
1238,래미안아트힐,1238
1239,가락시장역,1239
1240,당산역,1240
1241,용두동사거리,1241
1242,번동주공3단지,1242
1243,묘곡초교,1243
1244,김포공항,1244
1245,잠실유수지,1245
1246,디지털3단지월드벤쳐센터,1246
1247,동작대교북단,1247
1248,효령아파트,1248
1249,내부순환로입구교차로,1249
1250,가양초교앞,1250
1251,동일초교(동부간선도로),1251
1252,낙성대입구,1252
1253,법원검찰청,1253
1254,목동13-14단지,1254
1255,서울혁신파크교차로,1255
1256,호암길삼거리,1256
1257,국기원앞,1257
1258,국립현충원,1258
1259,여의상류IC,1259
1260,서울시-하남시경계,1260
1261,홍남교북측,1261
1262,목동부영그린타운,1262
1263,마포구청역,1263
1264,행주대교남단(개화IC),1264
1265,광산사거리,1265
1266,삼성테마트,1266
1267,상일IC동측,1267
1268,성산대교남단교차로,1268
1269,녹번역,1269
1270,상일IC서측,1270
1271,갈산초교삼거리,1271
1272,강남면허시험장,1272
1273,역촌역,1273
1274,월드컵대교북단,1274
1275,노원문화원,1275
1276,방신종합시장입구,1276
1277,올림픽공원북1문,1277
1278,어린이교통공원,1278
1279,문정시영아파트,1279
1280,상도대림아파트,1280
1281,3공단파출소,1281
1282,등촌역,1282
1283,번창교,1283
1284,디지털미디어시티,1284
1285,정동제일교회,1285
1286,은평공영차고지,1286
1287,흥인지문,1287
1288,서빙고신동아아파트,1288
1289,독산4동,1289
1290,광진우체국,1290
1291,위례파출소,1291
1292,중동교,1292
1293,송파한양아파트,1293
1294,연희지하차도,1294
1295,신림현대아파트,1295
1296,성산고가차도,1296
1297,목동현대하이페리온,1297
1298,탄천유수지,1298
1299,증산역,1299
1300,중원중학교,1300
1301,봉화삼거리,1301
1302,목동주차장,1302
1303,보라매공원(동문),1303
1304,성북초교앞,1304
1305,용산역앞,1305
1306,가양IC,1306
1307,강서공고앞,1307
1308,잠실진주아파트,1308
1309,국제화랑,1309
1310,한남IC동측,1310
1311,한강공원광나루지구,1311
1312,동서울터미널 서측,1312
1313,동부간선도로-월계로램프(8),1313
1314,삼환아파트,1314
1315,목동산돌교회,1315
1316,구로IC_가마산길_진입_1,1316
1317,서울두산초교,1317
1318,차병원,1318
1319,사러가시장앞,1319
1320,상일초교,1320
1321,평화의공원입구삼거리,1321
1322,증산3교동측,1322
1323,봉화환승주차장,1323
1324,원남동사거리,1324
1325,양천소방서,1325
1326,영동대교남단,1326
1327,신정네거리역,1327
1328,현대시장입구,1328
1329,성동세무서,1329
1330,선암영업소,1330
1331,문래동사거리,1331
1332,천왕역,1332
1333,윤중중교앞,1333
1334,통인시장,1334
1335,월드컵파크2단지,1335
1336,개포동역,1336
1337,문정초교,1337
1338,신답초교,1338
1339,신구로주유소_거리공원,1339
1340,웨스턴조선호텔,1340
1341,목동체육공원,1341
1342,송파구청,1342
1343,가락시장사거리,1343
1344,봉국사,1344
1345,화양사거리,1345
1346,돌곶이역,1346
1347,강서나누리병원,1347
1348,월촌초교앞,1348
1349,대방지하차도(남측),1349
1350,동부간선도로-강변북로램프(16),1350
1351,공릉동부아파트,1351
1352,한남대교남단,1352
1353,불광지구대,1353
1354,경희대학교앞,1354
1355,건대입구역,1355
1356,삼성서울병원,1356
1357,오목교역,1357
1358,디지털단지입구,1358
1359,코리아웨딩홀,1359
1360,삼각지역,1360
1361,신가초교앞,1361
1362,상수도사업본부,1362
1363,시청앞광장,1363
1364,중앙대학교병원,1364
1365,오류IC,1365
1366,불암초교,1366
1367,영등포역,1367
1368,금천교남단,1368
1369,올림픽대로동부간선분기점,1369
1370,은평구청입구,1370
1371,신도림역,1371
1372,당곡사거리,1372
1373,답십리근린생활시설,1373
1374,오류고가차도남측,1374
1375,화곡터널남단,1375
1376,송정역,1376
1377,삼육서울병원앞,1377
1378,신도봉사거리,1378
1379,도동삼거리,1379
1380,사가정역,1380
1381,고대구로병원,1381
1382,오장동사거리,1382
1383,월곡역입구,1383
1384,서울교대,1384
1385,보광동사거리,1385
1386,공무원연금매점,1386
1387,스카이뷰아파트,1387
1388,국민생활관,1388
1389,노원구청(동부간선도로),1389
1390,아리랑고개,1390
1391,대림역,1391
1392,숭미파출소,1392
1393,안양교,1393
1394,구로자이나인스에비뉴,1394
1395,고덕1동주민센터,1395
1396,청암고교,1396
1397,수유1동주민센터,1397
1398,난지IC(강변북로),1398
1399,뱅뱅사거리,1399
1400,개봉교사거리,1400
1401,동부제일병원,1401
1402,답심리삼거리,1402
1403,치과의사회관앞,1403
1404,전농동사거리,1404
1405,중곡1동사거리,1405
1406,서초IC북측남부순환진출,1406
1407,흥인사거리,1407
1408,시범아파트앞,1408
1409,창문여고앞,1409
1410,용마한신아파트,1410
1411,태릉입구역,1411
1412,남부순환로서초IC동측,1412
1413,E-마트,1413
1414,천호대교북단,1414
1415,용마T/G,1415
1416,양재시민의숲역,1416
1417,석촌역,1417
1418,가양9단지,1418
1419,안암동주민센터,1419
1420,현대백화점목동점,1420
1421,잠실철교남단,1421
1422,배재고교,1422
1423,효자삼거리,1423
1424,고덕삼환아파트,1424
1425,고대앞삼거리,1425
1426,롯데백화점관악점,1426
1427,북부검찰청입구,1427
1428,상수역,1428
1429,인덕대학입구,1429
1430,상계주공3단지(동부간선도로),1430
1431,영등포전화국,1431
1432,가산디지털단지역(7호선),1432
1433,건영아파트앞,1433
1434,산울림소극장,1434
1435,창동운동장,1435
1436,우면삼거리,1436
1437,서울남부지방법원,1437
1438,양평동사거리,1438
1439,동대문경찰서,1439
1440,목동2단지,1440
1441,창동고등학교,1441
1442,미아역,1442
1443,한강시민공원이촌지구,1443
1444,정부서울청사,1444
1445,양지근린공원,1445
1446,이문대림아파트,1446
1447,답십리5지구대,1447
1448,영등포로터리,1448
1449,묵동극동늘푸른아파트,1449
1450,장지교차로(동부간선도로),1450
1451,상계백병원,1451
1452,서초터널출구부,1452
1453,목동성운빌딩,1453
1454,동작대교JC,1454
1455,연세대,1455
1456,잠실파크리오아파트,1456
1457,배명사거리,1457
1458,과천대로과천시계,1458
1459,노해근린공원,1459
1460,강북보건소,1460
1461,선덕고교입구,1461
1462,고덕천.능곡교교차로,1462
1463,아차산역(하이마트),1463
1464,대진고교앞,1464
1465,압구정한양아파트,1465
1466,노원우체국,1466
1467,목동대원칸타빌3단지,1467
1468,연희램프(내부순환로),1468
1469,마천로성남시계,1469
1470,광희문,1470
1471,종암JC,1471
1472,올림픽공원북2문,1472
1473,신사동고개,1473
1474,서하남IC입구,1474
1475,동부간선도로-월계로램프(1),1475
1476,국민대학교앞,1476
1477,광장자이아파트,1477
1478,천일초교,1478
1479,경부고속도로(만남의광장),1479
1480,용마루고개,1480
1481,강변북로고양시계,1481
1482,올림픽훼밀리타운,1482
1483,서울사대부고앞,1483
1484,팔판동삼거리,1484
1485,한강대교북단교차로,1485
1486,국립재활원,1486
1487,금천교,1487
1488,방화2동상사마을입구,1488
1489,국민은행성수동지점,1489
1490,구로거리공원서,1490
1491,월정초교앞,1491
1492,송파공고앞,1492
1493,성바오로병원,1493
1494,신세계백화점영등포점,1494
1495,마포대교남단,1495
1496,상도터널,1496
1497,시계(우면산로),1497
1498,국악고교입구,1498
1499,올림픽대로 서울강동-경기하남,1499
1500,등촌지하차도,1500
1501,이수역,1501
1502,청계광장,1502
1503,면목사거리,1503
1504,왕십리역,1504
1505,목5동주민센터,1505
1506,열병합발전소,1506
1507,방이동고분군,1507
1508,신림역,1508
1509,오목지하차도(동단),1509
1510,삿갓봉근린공원,1510
1511,도봉경찰서,1511
1512,여의지하차도북단,1512
1513,종로5가,1513
1514,신창교,1514
1515,석관동새마을금고,1515
1516,세종대로사거리,1516
1517,서울메트로,1517
1518,촬영소사거리,1518
1519,북가좌삼거리,1519
1520,공릉지하차도(남측),1520
1521,서초역,1521
1522,광운대입구,1522
1523,성모병원앞,1523
1524,연신내역,1524
1525,복정역,1525
1526,국립재활원앞,1526
1527,우이제3교(북단),1527
1528,상월곡역,1528
1529,강동구-하남시경계,1529
1530,한신빌딩,1530
1531,영남교회,1531
1532,올림픽공원남2문,1532
1533,가양3단지,1533
1534,관악고교,1534
1535,신도림역테크노마트,1535
1536,대방교,1536
1537,윤중초교앞,1537
1538,목동10단지상가,1538
1539,NC백화점,1539
1540,목동성당,1540
1541,잠실학원사거리,1541
1542,삼청동주민센터,1542
1543,양화교,1543
1544,금호역,1544
1545,마장램프(내부순환로),1545
1546,이촌로강변북로진입,1546
1547,구로디지털3단지운동장,1547
1548,목동3-4단지,1548
1549,종로4가,1549
1550,서울종합운동장,1550
1551,중계본동종점,1551
1552,묵동IC(북부간선도로),1552
1553,고척동우체국,1553
1554,신촌기차역입구,1554
1555,덕수궁,1555
1556,퇴계로2가,1556
1557,삼각지고가차도(서측),1557
1558,신동초교,1558
1559,경동고교입구,1559
1560,연남치안센터,1560
1561,상일IC입구,1561
1562,도곡1동주민센터,1562
1563,중곡3동우편취급국,1563
1564,남산1호터널북단,1564
1565,서울선곡초교,1565
1566,대우드림빌앞,1566
1567,군자역,1567
1568,시흥IC,1568
1569,밤고개로성남시계,1569
1570,금천영업소,1570
1571,말미사거리,1571
1572,광명교,1572
1573,신양초교,1573
1574,신정로부천시계,1574
1575,신방화사거리,1575
1576,월드컵파크3단지,1576
1577,구룡사앞,1577
1578,삼천리아파트,1578
1579,올림픽회관,1579
1580,석관중학교,1580
1581,예술의전당,1581
1582,마포우체국,1582
1583,풍납갑을아파트,1583
1584,한영중고교앞,1584
1585,오목공원,1585
1586,서울역사박물관,1586
1587,강북구선거관리위윈회,1587
1588,가양대교남단,1588
1589,휘경여중고,1589
1590,신명초교입구,1590
1591,목동중학교,1591
1592,우장산역,1592
1593,국가인권위원회,1593
1594,구로2동주민센터,1594
1595,사당5동주민센터,1595
1596,삼성역,1596
1597,경찰병원,1597
1598,중랑공영차고지,1598
1599,해군회관앞,1599
1600,군자교동단,1600
1601,한남대교북단,1601
1602,월곡램프(내부순환로),1602
1603,당산중교,1603
1604,대성병원,1604
1605,서울세관,1605
1606,오류고가차도,1606
1607,상봉역(7호선),1607
1608,을지로2가,1608
1609,상암사거리,1609
1610,보훈병원,1610
1611,광운대역,1611
1612,갈매교차로,1612
1613,우리은행중화동지점,1613
1614,신자초교입구,1614
1615,수서역,1615
1616,농협입구,1616
1617,숙대입구역,1617
1618,영등포시장역,1618
1619,보문2교,1619
1620,목동근린공원,1620
1621,삼양시장,1621
1622,신목동역,1622
1623,안정운수,1623
1624,기자촌아파트,1624
1625,이화빌라,1625
1626,목동중학교앞,1626
1627,명일역,1627
1628,연가교(서측),1628
1629,풍납종합사회복지관,1629
1630,한천교동측,1630
1631,대방역,1631
1632,동양하이빌,1632
1633,구로온누리아파트,1633
1634,성북파출소,1634
1635,오목교동측,1635
1636,숭실대입구역,1636
1637,녹천교서단,1637
1638,방화2동,1638
1639,코엑스,1639
1640,군자교분기점,1640
1641,목동초교,1641
1642,군자교서단,1642
1643,탄천2교,1643
1644,상계역,1644
1645,등촌동현대아파트,1645
1646,남부순환로서초IC서측,1646
1647,서초고교,1647
1648,신림교,1648
1649,오목지하차도(서단),1649
1650,충암고교,1650
1651,공진초중교교차로,1651
1652,대한병원,1652
1653,매봉터널,1653
1654,KT공항지사,1654
1655,한성빌라,1655
1656,동부기술교육원,1656
1657,가락중고교,1657
1658,마들역,1658
1659,옥수터널,1659
1660,을지병원,1660
1661,위례24단지,1661
1662,여의도역,1662
1663,신대방역,1663
1664,LG사이언스파크,1664
1665,암사IC,1665
1666,목동사거리,1666
1667,외대앞역앞교차로,1667
1668,상암교,1668
1669,청담대교북단,1669
1670,목동교서단,1670
1671,아현교차로,1671
1672,길동사거리,1672
1673,중부경찰서앞,1673
1674,목동5-6단지,1674
1675,모전교,1675
1676,광문고교,1676
1677,도성초교,1677
1678,도봉역,1678
1679,양천우체국,1679
1680,영등포청과시장,1680
1681,풍성중교,1681
1682,중현초교,1682
1683,가리봉동주민센터,1683
1684,한남IC남측,1684
1685,신목중학교,1685
1686,몽촌토성역,1686
1687,개화사거리,1687
1688,서초구청,1688
1689,수유사거리,1689
1690,글샘공원,1690
1691,시청역,1691
1692,토끼굴입구(올림픽대로),1692
1693,사천교서측,1693
1694,잠원동주민센터,1694
1695,목동주경기장,1695
1696,양평역,1696
1697,세종대왕기념관,1697
1698,서울프라자호텔,1698
1699,창전삼거리,1699
1700,모래내지하차도,1700
1701,송파IC(구리방향진입),1701
1702,대림3동사거리,1702
1703,구로고가차도(북측),1703
1704,사근램프(내부순환로본선),1704
1705,교보타워사거리,1705
1706,상암월드컵4단지,1706
1707,KT송파지사,1707
1708,길동생태공원앞,1708
1709,홍지문터널북측,1709
1710,강남경찰서,1710
1711,장위사거리,1711
1712,삼양입구사거리,1712
1713,강서농협,1713
1714,봉천로사거리,1714
1715,교원구로물류센터,1715
1716,묵동교,1716
1717,극동방송국,1717
1718,강북구장애인종합복지관,1718
1719,반포대교북단,1719
1720,배명고교,1720
1721,신내지하차도,1721
1722,서울시립은평병원,1722
1723,천호신사거리,1723
1724,동대문중,1724
1725,답십리사거리,1725
1726,잠실3삼거리,1726
1727,가마산지하차도(남측),1727
1728,2공단사거리,1728
1729,종합운동장,1729
1730,영동세브란스,1730
1731,청계한신휴플러스,1731
1732,월드컵경기장사거리,1732
1733,대흥세양APT,1733
1734,신성아파트,1734
1735,양일초등학교,1735
1736,장안동삼거리,1736
1737,도시개발공사,1737
1738,한신대,1738
1739,마포세무서앞,1739
1740,구룡마을입구,1740
1741,증미역,1741
1742,하얏트호텔,1742
1743,화곡대림아파트,1743
1744,우이3교,1744
1745,CITY극동아파트103동앞,1745
1746,상계교,1746
1747,성북구청입구,1747
1748,홍익대앞,1748
1749,디지털단지오거리,1749
1750,중랑구청사거리,1750
1751,성수중고교,1751
1752,도림고가밑,1752
1753,남성역,1753
1754,서울의료원(봉은교),1754
1755,창동시장입구,1755
1756,원효로진출입(강변북로),1756
1757,초안교,1757
1758,석촌호수(롯데월드),1758
1759,가양3-5단지,1759
1760,동작대교남단,1760
1761,원효로2가,1761
1762,내곡IC,1762
1763,노원역,1763
1764,여의도공원교차로,1764
1765,도신초교앞,1765
1766,동부간선도로수락분기점,1766
1767,주택은행금호동지점,1767
1768,회현사거리,1768
1769,장안교사거리,1769
1770,문정역,1770
1771,암사정수센터,1771
1772,석촌호(서호),1772
1773,르네상스호텔,1773
1774,북서울꿈의숲,1774
1775,영동5교,1775
1776,마포역,1776
1777,봉은초교,1777
1778,안국동사거리,1778
1779,월드컵대교남단,1779
1780,화곡역,1780
1781,서초IC북측,1781
1782,월계2교,1782
1783,동대문구청,1783
1784,금천고가차도,1784
1785,시계(경인로),1785
1786,강서도로사업소,1786
1787,안중근의사기념관,1787
1788,금천육교,1788
1789,약수역,1789
1790,자양초교,1790
1791,성북경찰서,1791
1792,선암IC과천방향합류,1792
1793,노원자동차검사소,1793
1794,석계고가차도(서측),1794
1795,군자동주민센터,1795
1796,동부간선도로-일반국도6호선램프,1796
1797,송파IC(헌릉로진출입),1797
1798,동1로의정부시계,1798
1799,구로한국후지필름,1799
1800,강서면허시험장,1800
1801,천호초교입구,1801
1802,난곡사거리,1802
1803,구의현대아파트,1803
1804,도봉중교,1804
1805,신풍역,1805
1806,한남고가차도남단,1806
1807,건영아파트교차로,1807
1808,제기사거리,1808
1809,구의사거리,1809
1810,서교동사거리,1810
1811,남가좌동새마을금고,1811
1812,영파여중고교,1812
1813,목동7단지,1813
1814,한강공원입구,1814
1815,방화119안전센터,1815
1816,신한은행암사지점,1816
1817,잠실나루역,1817
1818,원효대교진출입고가차도,1818
