0 1 2 3 4 5 6 7
1411 0.5452229 -0.8539498 2.5641894 -1.6327593 -1.7588013 0.7441741 -0.39569834 4.073874
751 2.14666 -1.3441274 2.5111692 -0.4610933 1.5264881 1.6796141 -2.1670628 3.6281886
811 0.38440278 -0.8477764 0.44553754 -1.022331 -1.1618882 5.5794826 -0.64176565 0.7398162
490 0.89901465 -1.2788721 4.483299 -0.2944285 -0.14140394 4.4502153 -0.48184708 3.0210488
133 0.97801405 -2.319278 1.1917169 0.71180207 1.2063833 3.2248268 -1.264881 0.55809194
1346 0.9715668 -1.5558416 3.6642222 -0.8545457 -1.0123096 0.20877 -1.8085283 3.5551698
1556 2.8795185 -2.5408459 2.194342 1.3356748 2.2884405 3.3435695 -3.2580955 1.342047
652 3.3261127 -2.666664 -1.5276291 2.596256 -0.5481453 1.8354288 -3.3281298 -1.1635209
49 2.3713987 -2.0328758 -3.1398883 1.725171 -1.896221 2.3197696 -1.6557486 -0.94388384
1457 4.1574903 1.1503828 -4.3796062 0.3733042 -1.1698073 3.539035 -1.970503 2.2696114
857 2.9254951 -2.4472487 -2.5386589 2.6102257 -1.8219576 4.2089133 -1.8475242 -1.8579928
1148 2.4526763 -1.9912124 -3.4393966 1.701973 -4.2039475 0.9894466 -1.732791 -0.87943083
1278 -0.08113497 -1.2853643 2.2300682 -0.9346676 -3.1945567 -0.0016557439 -0.5043655 2.48499
610 0.86626625 -1.8154655 -1.4770952 0.53741044 -4.3225393 -0.21000896 -1.0643086 0.09822233
1372 3.9744391 -3.8183177 -1.0593988 4.1452127 -2.2203858 3.712756 -3.6763396 -2.640945
1427 0.6360116 -0.5708567 2.2152576 -1.6702347 -2.0716145 0.57976377 -0.4369508 4.037196
675 0.83896226 -1.3819742 2.5963275 -0.75636005 0.6816973 2.8810456 -0.73392963 2.821418
917 2.8188648 -2.5669217 2.8600836 0.9834673 2.342675 2.5607092 -3.6271908 2.0741382
1393 2.7511067 -2.3891208 -2.4537983 2.2245486 -3.3204446 0.47841418 -2.670303 -1.2944279
932 2.1267133 -4.8241057 3.8362424 2.2577422 -6.517112 1.9023564 -3.056545 -0.79841954
1384 0.93437344 -3.9353373 1.9544998 0.08203896 -6.007253 2.5871236 -0.30267584 0.37010813
1641 1.9349812 -1.0803913 -2.398473 0.7099008 -7.8268437 0.94907486 -0.5661207 0.40546593
924 -0.104430586 -2.4637122 1.199165 0.74018234 -0.25059253 2.5069356 -0.5766624 -0.11752386
1025 -0.3729084 -1.2174559 0.6860183 0.11535827 -0.9717277 2.0791872 0.28734446 0.17543288
430 -0.6606424 -1.6132243 0.535594 -0.18373199 -2.444146 1.158481 0.29299954 0.4626065
506 1.5576068 -4.6107683 2.739174 1.1582271 -5.8695383 2.1016023 -1.5818172 -0.26071668
640 3.4954972 -2.9913478 2.9110074 1.699596 1.8232628 1.5933841 -4.6631126 1.5940629
1295 3.327667 -3.100635 -2.184854 3.1137753 -1.9014679 2.7231953 -3.0312138 -1.9586319
1138 0.89247864 -0.61810625 0.006751202 -0.9711335 0.4579814 4.4623737 -1.3733878 1.0518876
1499 4.6452575 1.4163011 -2.6142864 -1.2199817 -2.7393699 0.25684324 -1.5994893 5.067611
1508 3.3581924 -4.094314 -0.44406483 3.9471948 -2.7548237 2.7300794 -3.8150275 -2.5792036
153 2.6823332 0.33385643 -3.6460018 -0.6613319 -4.02695 2.390555 0.14784376 2.6013303
642 0.8152441 -1.423438 4.237111 -0.10707455 -0.06680673 4.705991 -0.34389243 2.6553078
1675 2.177704 -2.997603 2.0110142 1.5324062 1.3969837 2.5538912 -2.9778807 0.5168171
1732 -0.48303878 -1.8442967 1.2568598 0.29398158 -2.3446202 1.293737 -0.17507482 0.13253264
211 2.6639984 -2.2963881 -3.0230074 2.0438943 -1.7160263 2.5357752 -1.8840905 -1.1322788
1287 2.5262468 -2.5333753 3.1207643 0.7982583 2.007609 1.7671796 -3.5071037 2.3091736
468 -0.47937676 -1.5716437 0.25865933 0.21965627 -1.2418455 1.7918627 0.092980035 -0.1390823
170 2.7822778 -2.582809 -2.716545 2.2536786 -1.8330371 1.4417366 -2.5271542 -1.188179
908 2.587556 -2.552892 -2.889144 2.1760633 -2.822293 1.3812252 -2.3911107 -1.354249
4 0.99584717 -1.7410523 -1.017627 0.55454046 -3.7944386 -0.7322866 -1.339362 0.25062218
75 3.7369928 -5.2345614 1.2032863 4.661814 -3.6823044 3.0672097 -4.68078 -2.9289193
1149 0.114488594 -1.0141653 0.98752195 -1.1744919 -2.0272245 5.3011856 -0.38352466 0.8166792
1331 3.978918 -1.4303766 -4.7484922 2.337812 -4.3209443 3.6650622 -1.4397051 -1.0326898
875 3.0278966 -3.0797026 -1.5642353 2.7986872 -1.7915848 1.27422 -3.3876529 -1.5328894
808 2.715039 0.22008069 -3.903474 -0.3865935 -3.6080685 2.502545 0.0063986243 2.2648325
905 4.976139 -0.8773248 -4.086078 1.2509359 -9.93758 -1.3659003 -2.9982927 1.6612091
1782 0.37780374 -1.7304829 2.5737045 -0.51966923 -1.6070236 -0.4773131 -1.4776256 2.4097576
1035 2.4223309 -1.8447216 -3.4187455 1.5928729 -2.172028 2.3230178 -1.3304688 -0.7410211
106 -0.68359923 -1.6576504 0.45659027 -0.16050111 -2.320608 1.1712338 0.24356188 0.37607244
1144 1.7711637 -2.4549315 2.5133932 0.41028035 1.0927048 0.45447835 -2.8823588 2.0622613
533 1.616545 -2.3560712 3.5094016 0.2071853 -0.41004965 -0.522024 -3.1964853 2.5628555
65 3.1885064 -1.2591984 -4.2920747 1.7357998 -4.255467 2.8855047 -1.0480738 -0.6779974
884 2.532902 0.4737051 -3.2304466 -0.9058376 -3.9242058 2.4774559 0.355815 3.069049
1385 0.7322652 -1.6491537 3.8086455 0.050360486 0.028531129 5.0957866 -0.09941533 2.1934316
1474 2.561822 0.3051922 -3.5410175 -0.7586938 -3.940216 2.2024796 0.19390498 2.757485
1033 0.2904534 -1.8884348 1.3562765 -0.3425742 -1.4943662 -1.0984385 -1.6376885 1.663475
1573 3.1966984 1.132249 2.1622758 -1.8974954 -1.8137854 4.0944047 -0.73180383 6.661187
1774 0.45274872 -1.8036728 2.647915 -0.4123462 -1.2429626 -0.28753865 -1.5191879 2.2495773
1207 0.39743382 -2.4765391 -0.10798738 1.0744227 -2.67292 0.25249258 -1.3545705 -0.62963134
792 2.1365063 -2.6400518 1.9745995 1.3506925 1.4837985 2.4722764 -2.8122258 0.6819997
1167 3.4735065 -2.7199228 -2.9952404 2.645124 -1.671806 2.9166462 -2.595551 -1.4708916
1727 3.02896 -2.6829271 -2.5135322 2.4668007 -2.2700143 1.2833288 -2.938145 -1.3839656
850 0.14256905 -1.5748385 1.1977149 -0.516261 -2.0269916 -0.9822828 -1.2649581 1.6734003
1195 0.9209617 -2.3942862 2.684 0.38172612 -0.17158741 -0.081977405 -2.5584104 1.5030923
1637 0.17737919 -1.3603005 2.088877 -0.7582894 -2.9025085 -0.5627519 -0.9266607 2.3949158
1649 1.9458013 -1.1049814 -2.649146 0.28565475 -6.213736 -0.2737469 -0.97569406 1.0227565
1640 -0.043837316 -0.9346347 3.2195756 -1.4756446 -1.9440554 2.6113899 0.349733 3.3955207
330 -0.056255277 -1.1814959 2.8821433 -1.1265275 -2.6644077 0.7148306 -0.4185586 2.8921728
1050 0.14963445 -0.87991893 2.232496 -1.3857781 -2.8224192 0.3137865 -0.3685844 3.2626948
1263 -0.41701585 -2.1390026 0.5010908 0.74943846 -2.4214864 1.9430727 -0.030059882 -0.5808622
1072 2.1264737 -1.8278407 -3.1112702 1.5058441 -2.1887774 1.9303167 -1.3107295 -0.77953744
205 3.685496 -1.6597669 -3.143521 1.4084113 -6.6666837 -1.3272039 -2.7259939 0.61725926
1578 3.9005601 -1.3018012 -3.2630684 1.522127 -3.3239777 -0.5858683 -3.0937088 0.3328392
1620 0.32453102 -1.2189047 -1.673865 0.07051983 -4.0751643 1.535648 0.26250038 0.20864737
600 1.8612227 0.44976652 -2.0359163 0.84310454 0.109494865 2.3492603 -1.206015 0.69175905
798 2.8509972 -1.782652 -3.746025 1.7879468 -2.5400887 2.7173035 -1.3951613 -0.80595905
1790 4.7752786 1.3049997 2.306269 -2.0003035 -1.5441357 4.4151297 -1.2113267 8.0430155
1417 3.766328 0.73101383 -4.205985 0.03838274 -1.2595392 3.395434 -1.3810812 2.4512777
803 0.28846514 -1.028436 3.5508394 -1.4043896 -1.7601925 1.3994257 -0.50141984 3.671509
521 0.25079516 -1.8428764 -0.043261062 0.6930048 -0.20624436 2.8220606 -0.1787911 -0.247653
68 3.1856117 -1.6219643 -4.099535 2.174408 -4.0952997 4.880606 -0.76245224 -1.3559897
785 0.17812216 -1.2812219 -0.26103702 0.7271635 -0.06454367 -0.2937618 0.72903955 0.7059509
886 2.6721394 -2.2450433 3.224139 0.71864086 2.2552478 2.340065 -3.4300897 2.5382626
1796 -0.008829174 -0.9276866 3.1796167 -1.5386604 -2.0909507 2.2215927 0.24382034 3.5352128
505 1.1877853 -2.4759603 2.857877 0.48190218 -0.04025098 -0.053782415 -2.8232164 1.6307757
1191 4.022261 0.7011061 1.4361142 -1.8504738 -0.7310381 2.778555 -1.456893 7.064157
839 3.1740606 -2.4615004 -3.025897 2.3491921 -1.6850406 2.9948442 -2.266892 -1.3485361
255 1.4079815 -1.787815 -2.0017152 0.74000424 -4.696603 -0.42445192 -1.3945465 0.09637581
202 2.5666614 -1.984107 -3.2900808 1.8342038 -2.0039067 2.7430537 -1.5939096 -1.0061027
1027 3.2101364 -1.3540151 -4.31993 1.8009547 -4.2304587 2.612264 -1.138808 -0.67212725
1711 1.113493 -1.3302572 3.9091225 -1.055638 -1.7116292 -0.02679946 -1.7848068 4.056215
1608 3.0546951 -2.942711 2.4899974 1.6675663 2.0326383 2.9577992 -3.8152115 1.0722563
354 0.09778679 -2.0510018 -0.81799006 0.98651487 -3.483594 2.4246688 -0.40220705 -1.2762713
1037 2.7802598 -1.4881831 -3.263417 2.1928296 -3.7335794 5.642786 -0.16386297 -1.3542008
1554 0.19401997 -1.7379304 -0.08352629 0.5879191 -0.23582913 2.6777275 -0.1337381 -0.20105836
883 -0.06602696 -0.9607958 3.2582264 -1.4426497 -1.8475397 2.8315802 0.42321926 3.3773625
869 0.72623783 -1.7438326 3.3999562 0.22380704 0.07083148 5.5260177 0.05033194 1.8419861
1059 0.3407598 -1.2810302 -1.715885 0.041389693 -4.1016145 1.382335 0.29007193 0.31593978
395 3.9802134 -1.1243945 -3.2362013 1.4662633 -3.2273126 -0.5951994 -3.0850337 0.47822076
1140 2.2224455 -2.7173622 2.9537807 0.82424796 1.3726993 0.92594016 -3.5346477 1.9957714
1483 0.99482715 -1.9219431 2.914182 -0.76282805 -0.19952913 0.05522144 -2.164181 3.1372569
70 -0.3598073 -1.4303806 0.04982806 0.20917743 -1.1046941 1.8041688 0.1350668 -0.1641166
1477 4.698327 0.9113667 -0.5304967 -0.9259484 0.6464527 4.259777 -1.8448422 5.582597
1311 5.381233 2.11123 -3.7459784 -1.2774055 -3.3053746 1.1077372 -1.8820552 5.6808605
1043 3.7706506 0.64564705 -0.9859118 -1.1553762 -0.03266275 3.413727 -1.2287682 4.878369
1506 0.54337317 -1.7672842 -0.94465274 0.78611916 -5.7684903 1.5017792 -0.19041538 -0.43117118
1459 0.19973283 -0.8357333 1.1384056 -1.2540257 -4.168489 -0.19022638 -0.127576 2.8409774
454 0.14324641 -1.7097652 1.235593 -0.48315212 -1.842288 -0.96156853 -1.3421731 1.6275364
207 0.66256136 -2.1754181 2.4702334 -0.18332374 -0.44088498 -0.42199838 -2.1302981 2.159726
1 1.871432 -1.2619015 2.7333226 -0.7957081 1.1071261 1.8953656 -1.8576779 3.8184476
617 -0.67164207 -1.7326022 0.4450389 0.101297796 -2.4835722 2.0366864 0.3477316 0.031293795
1472 2.7446644 0.6508149 -2.816873 -1.2399209 -3.7866747 2.4203734 0.32937944 3.6643345
1365 3.0272012 -2.251868 -2.6780536 1.9776114 -3.74353 -0.4121631 -2.9853811 -0.7017446
25 1.710301 -1.9856817 -3.0145738 1.3731871 -3.8617625 1.1581169 -1.075405 -0.79689896
1371 2.6991208 -1.7990974 -3.6987278 1.7558951 -4.367523 1.3697765 -1.6096905 -0.8687332
1186 2.388478 -3.0369596 2.4849718 1.5452366 1.362514 2.1220725 -3.4862058 0.76792496
789 1.6315955 -1.03965 -2.7894592 0.35171637 -5.9077587 0.84363014 -0.345379 0.57056177
1302 0.3334292 -1.2636464 -1.728635 0.010691474 -4.1617603 1.2843627 0.19953486 0.3533168
460 2.6005912 -1.5430605 -3.1417449 2.150377 -3.9657643 5.1584387 -0.23488493 -1.4783154
1543 0.2284127 -2.0888717 -0.60044 0.931381 -4.2930546 1.3893262 -0.5161506 -0.8483212
1297 0.74295795 -1.2817527 -2.0993264 0.08859675 -4.5321107 0.73390996 -0.113301426 0.5011351
193 0.8615977 -1.1859039 -2.280411 0.15032066 -4.6405635 1.1478375 -0.16405128 0.30876467
1464 0.2229688 -0.57588 1.2488596 -1.5440322 -3.5122578 0.5767819 0.27425793 3.2911904
520 3.2630038 0.13247804 -3.053335 -0.7470691 -4.5432196 -0.89631575 -1.5101653 3.3336577
331 1.6839154 -0.9913471 2.7748108 -0.95495856 0.7882019 2.2248087 -1.5206591 3.9747016
614 0.89043087 -1.5447536 -0.30662078 0.42575723 -2.8866684 -1.1279746 -1.5087317 0.47247103
434 3.276003 -0.38017225 1.8935498 -1.4300572 0.43842968 0.4643355 -2.46788 5.724146
224 -0.6660145 -1.2399772 0.8608051 -0.33992165 -2.8942323 2.5747066 0.8677011 0.8578018
939 -0.6035004 -1.7539225 0.6601774 -0.06356022 -2.7088728 1.0631166 0.06160756 0.36478245
1528 0.96533126 -1.767719 3.7302034 -0.7491894 -0.6687762 0.44863078 -1.9316242 3.357888
1277 2.8607852 0.5802707 -2.823796 -1.3374352 -3.4799545 2.3988404 0.22839999 3.7927308
790 0.2673124 -2.3685465 0.98093367 0.724892 0.041898835 1.3560432 -1.0589647 -0.05223251
1383 1.2885107 -1.9423766 3.78666 -0.523558 -0.37953064 0.3035493 -2.423473 3.331778
579 2.848918 -1.773509 -3.6575315 1.6963807 -4.866102 0.57693213 -1.901593 -0.62419707
504 2.0609996 -1.5422482 2.4285498 -0.31438997 1.615847 1.2907885 -2.4670064 3.3160923
896 2.7300265 -2.3257837 2.3816297 0.9529173 2.257085 2.9530768 -3.0950139 1.7341372
700 1.6195474 -1.2851897 3.8037832 -0.9871371 -1.076498 -0.19126326 -2.2425585 4.2383103
1671 0.43229723 -2.0556443 0.13554762 0.9515154 -0.12040731 3.029423 -0.4218067 -0.44896144
1467 0.88171387 -1.6914585 -1.4158099 0.49957904 -4.496757 -0.13142939 -0.9705279 0.15645786
1066 1.85269 -2.56752 1.8915845 1.2103761 1.6450882 4.063808 -1.8308291 0.81474483
203 0.8412321 -1.8148738 3.094122 0.4107391 0.14291526 6.124378 0.08206434 1.5952486
991 1.2641773 -1.7051275 1.9871999 -0.44648492 0.97384375 0.53684646 -2.1725378 2.6816027
1560 -0.4706013 -1.4242188 0.50916356 0.18691812 -1.1716717 1.8608416 0.12936598 -0.020615399
611 3.5675392 -2.938254 -1.9319335 2.8690276 -1.5024164 1.6324236 -3.5677052 -1.426613
1670 0.5613574 -1.5576289 -1.8248025 0.57519054 -4.569322 1.7703038 0.002723469 -0.3449063
301 3.987653 -0.9624603 -3.131642 1.3574779 -3.0612254 -0.6148304 -3.0364428 0.6369817
1622 0.7144276 -1.7740492 -1.0200257 0.94406486 -6.2163754 1.4737328 -0.38519606 -0.5129855
124 1.6654676 -0.94625837 2.7885582 -0.9502905 0.72040623 2.4254336 -1.4074336 4.003416
1693 -0.6469929 -1.8290815 0.38014334 0.18234457 -2.4006965 2.0152767 0.31658798 -0.057381958
781 3.3438303 0.55021584 -3.0266924 -1.4048849 -2.907859 2.3518102 -0.039185658 4.261911
288 1.1364381 -0.47877005 1.5054137 -1.3621218 -5.5864553 -1.1660104 -1.1248858 3.893345
950 -0.22030807 -1.000631 2.3801706 -1.1054702 -2.5360537 0.6700009 -0.30431548 2.6641073
691 0.3803816 -1.6261111 -0.46200642 0.59771824 -0.3524709 3.1989415 0.022738222 -0.16177954
973 1.1244884 -1.2992535 2.69542 -0.8549006 0.6747378 2.396479 -0.9579272 3.262154
844 0.938565 -1.6443783 -1.2749995 0.6282024 -5.1403003 0.38696694 -0.6636733 -0.025553353
906 3.1010616 -0.008861339 -3.3737218 -0.47219583 -4.1855493 -0.50312394 -1.3248858 2.7900913
1319 2.9004126 -2.1844976 -3.140406 2.169349 -1.9094248 3.4803946 -1.8046333 -1.3410238
672 -0.08053047 -1.0423967 1.4048222 -1.0497291 -3.2284012 -0.05494387 -0.21396095 2.385796
272 1.421052 -2.0637167 3.7706826 -0.43285832 -0.21080214 0.2674916 -2.5501819 3.3304698
100 0.1696883 -1.3611829 3.1475575 -0.92684454 -2.3468077 0.34562594 -0.7943364 2.9510162
1635 1.4799927 -1.8460425 -2.7614036 1.2234269 -3.6953192 1.1888118 -0.8083839 -0.730898
925 0.35440692 -1.9479373 0.03136031 0.8453543 -0.1367774 2.8067942 -0.37767705 -0.3861687
280 3.0632527 0.032712214 -2.739137 -0.69053555 -4.1860814 -1.1004413 -1.6184344 3.1491287
453 4.876991 0.85024023 -0.27281904 -1.0780225 0.5837982 4.1846075 -1.8713484 6.0321574
1802 2.8054414 -3.3429234 -1.1049346 3.1359496 -2.148289 1.884858 -3.1950164 -2.02385
146 1.0436575 -1.8302231 3.8443937 -0.6422814 -0.52534604 0.46197495 -2.1935768 3.3650913
1748 -0.31194896 -1.6781617 -0.2565451 0.23101442 -0.8118669 1.9965327 0.11975496 -0.1265069
515 4.5205436 -1.286219 -3.7012105 1.4200152 -8.548579 -1.4869543 -3.0000288 1.184874
457 2.7886891 -2.674092 2.7187982 1.127492 2.2404234 2.5909865 -3.5613477 1.8019391
1187 4.024866 0.43251604 1.9162638 -1.9630984 -0.9926471 0.08545419 -2.5888655 7.0964837
1614 4.0832787 1.0690418 1.0812472 -1.4456611 -1.3894863 5.2725387 -0.5576991 6.478004
1744 0.13345183 -1.8259462 1.3069782 -0.42973867 -1.6753415 -0.94520295 -1.4617442 1.5826241
621 1.6337502 -4.1059065 2.5061347 2.013295 -5.331922 5.791526 -0.8906788 -1.2005477
800 1.5622472 -2.418398 2.593491 0.5033668 0.6523659 0.28829163 -2.7972338 1.76622
1571 3.1193714 -2.4138207 -1.3106465 2.3144531 -0.29764837 1.4678171 -3.2008893 -0.87907445
921 2.4370646 0.37679616 4.058938 -1.7661462 -0.8232549 3.5327044 -1.5321593 6.21609
887 0.7117792 -1.9214995 2.325223 -0.25763246 -1.6690811 -1.007175 -2.060583 2.1537144
1785 3.86214 -0.80241627 -2.9192796 1.2565322 -2.8255591 -0.62231416 -2.9319255 0.7334593
1016 0.8178699 -0.32024285 2.1535738 -1.7650778 -2.6093416 0.52887917 -0.3672012 4.3440156
941 0.66459996 -1.6947212 -0.8688291 0.3642023 -3.763021 -0.47198182 -1.0391338 0.28924733
158 0.6870964 -1.7373116 0.03907866 0.5508082 -2.6455395 -0.96232784 -1.4513 0.25880826
96 1.3467746 -0.7877594 2.2496119 -1.2571509 -5.2832975 -1.4797244 -1.5618701 4.0598135
1001 1.0273253 -0.60077155 1.6115202 -1.427019 -5.451184 -1.0418005 -1.0029895 3.9028327
1519 -0.6892011 -1.6842408 0.43713605 0.01810495 -2.4797335 1.9020886 0.3976413 0.14238916
1327 2.381824 -1.746663 -2.1353257 1.0243003 -5.087013 -1.1430824 -2.094078 0.37392795
1685 1.0090803 -1.6922162 -1.2987146 0.64991325 -5.056268 0.22071564 -0.7505263 0.01621995
1584 2.9306216 0.15164012 -3.4067824 -0.6798311 -4.478405 -0.118365385 -0.97153753 2.8877666
560 2.560467 -1.2449473 2.3987863 -0.55041116 1.6112993 2.0326166 -2.2462065 4.13026
1751 2.3032763 -0.04776638 4.2103457 -1.3908485 -0.44366354 3.9083462 -1.2679353 5.571432
1174 3.6512573 -4.577311 0.24561259 4.3921337 -2.939696 3.594934 -4.04304 -2.9146
1111 0.19824447 -1.2664564 -1.2202603 -0.17052765 -3.528921 -0.1054689 -0.35150105 0.71957564
431 0.049909066 -2.291088 0.8878345 0.60197854 -0.09640019 1.2225765 -0.9954957 -0.0677072
112 3.403205 -1.122525 -4.4063663 1.8337674 -4.162286 3.282192 -1.0937375 -0.7093482
885 2.765381 -2.6039464 -2.8517504 2.3364897 -2.6640377 1.4457306 -2.4649606 -1.3647432
1390 0.7653951 -2.5670137 2.4159067 0.46021447 -0.015194535 0.15755531 -2.3653305 1.1911272
1228 0.91189855 -0.6723675 1.728348 -1.4084466 -5.225321 -0.90149784 -0.89037836 3.8308656
353 3.1390507 0.60448074 -0.45568067 -1.5884986 -0.6407214 1.8456287 -1.4173218 5.2943583
1515 1.4661747 -1.4647659 3.8357425 -0.91292423 -0.9712489 -0.067793354 -2.2189472 4.036557
1065 3.0681722 -0.12690659 -3.3364584 -0.22269967 -3.595887 -0.4867911 -1.4229316 2.3708563
1099 0.9145341 -1.7322295 0.9582508 0.1618062 -5.3183727 6.587442 0.47767672 0.09268666
1582 0.74465966 -1.8912929 -0.60363847 0.936634 -0.36869133 3.7122364 -0.19689867 -0.4383434
962 0.10415076 -1.4769163 1.2605555 -0.56881577 -2.2475815 -0.85883796 -1.1066276 1.7336465
759 3.2139373 0.55208004 -4.034505 -0.53131986 -4.180511 2.5279746 -0.07202691 2.7317655
144 0.19820759 -1.3623693 -1.1519331 -0.126537 -3.6780162 -0.092964366 -0.47765183 0.64623445
119 0.8136437 -2.1420367 -1.3052652 1.6318947 -3.887597 3.9652357 -0.58522755 -1.9566287
1053 2.8900967 -2.4405367 3.2240245 0.94683737 2.2672482 2.4446461 -3.618031 2.3268406
1040 3.8611436 -1.5739506 -3.2761953 1.7862775 -3.6378653 -0.42349762 -3.1686773 -0.039713252
320 -0.5904981 -1.1477001 0.6109122 -0.40895754 -2.9711885 2.2645504 0.8583589 0.86003816
87 0.2305939 -1.4430549 -1.0755793 -0.035038143 -3.87544 -0.08483663 -0.56831783 0.55779713
1763 1.2637856 -0.5727367 1.8951987 -1.3768874 -5.5456386 -1.3703344 -1.4092761 4.056202
248 0.30063966 -1.1162653 2.9174063 -1.6784074 -1.7554277 1.3715433 -0.13603626 3.868563
923 -0.47990867 -2.0484536 1.307088 0.51028955 -2.4037907 1.8547635 -0.054837078 -0.09379385
1242 0.74334353 -1.9162325 2.5317676 -0.27060387 -1.6272179 -0.9140701 -2.0589185 2.3214843
622 1.4867392 -1.4214125 1.9843134 -0.60032034 0.9429947 0.47749397 -2.022682 3.21244
795 2.8056636 -0.07386753 1.4188553 -1.6534244 -1.3034123 -0.91653496 -2.29 5.5968275
479 3.5745664 -4.358751 -0.15305166 4.2366776 -2.9256535 3.3178613 -3.9452896 -2.8317246
1599 2.7146487 -2.3044589 -2.5963569 2.5493314 -2.2578099 4.232548 -1.5170594 -1.8543545
226 0.55951846 -2.1303446 2.6653872 -0.2917891 -0.7326588 -0.31612346 -1.9268448 2.289696
183 3.2766175 -1.8919816 -3.3830366 2.4914234 -2.9176002 6.2313466 -0.58058137 -1.4787778
1654 0.4189155 -1.9962162 0.109898664 0.7464236 -1.5007312 -0.24691707 -1.5355834 -0.28461745
1076 0.9785607 -1.4662855 3.5494013 -0.74850786 -1.3618544 -0.10384639 -1.9180444 3.3513734
1660 -0.11065136 -1.0206357 1.4848542 -1.2986796 -2.4586773 0.41459736 0.025337396 2.7246222
1085 2.8697813 -2.4496052 2.6397645 1.0393581 2.3349767 2.6534095 -3.3859432 1.9887077
1548 1.0530527 -1.6727943 -1.3348039 0.6841352 -4.9591875 0.07384524 -0.9299036 0.00067994825
1211 3.2446246 0.33388922 0.35469228 -1.7874745 -0.55211353 1.2743938 -1.5847694 5.9001026
1567 3.581706 0.30361512 1.3242928 -1.9791778 -0.56200546 1.5501108 -1.740344 6.72613
1712 0.64639676 -2.0876021 2.1001508 -0.108182654 -0.60711664 -0.71104187 -2.0487235 1.9032747
1473 -0.5067408 -1.0897558 0.5502798 -0.436056 -3.0525727 2.2869196 0.9488072 0.9358174
190 3.0901299 -0.14043653 -3.3995476 -0.1840401 -3.5599077 -0.4002825 -1.4225725 2.2755451
1163 2.1692855 -3.3842244 1.0915487 3.0733142 -3.3785565 6.6293755 -1.4482337 -2.3388038
669 2.9864576 -0.8161947 -3.2652848 1.0650678 -9.421552 1.2688212 -0.93465674 0.42964926
276 3.4578793 -2.8923185 2.71377 1.7775961 1.6781974 1.5368632 -4.6848307 1.3198218
91 3.292036 -0.79749686 -3.435691 1.1623387 -9.89487 1.2597955 -1.0471867 0.48907495
1376 0.42560756 -1.8916142 0.11830166 0.7073422 -1.3829895 -0.31347018 -1.4789028 -0.23942292
1500 3.6471515 -0.82908016 -3.6202261 1.3326182 -10.336313 1.1591203 -1.1972165 0.5302154
1609 -0.5957887 -1.7652895 0.8647916 0.00370549 -2.169006 1.0845164 0.0020369512 0.3027822
279 1.3624674 -1.0702357 1.038799 -0.67260116 0.92907596 5.156783 -1.2468671 1.580722
455 1.0817125 -0.49739626 1.3913276 -1.2214085 -6.174481 -0.98652744 -0.9211164 3.6600873
1067 3.5673444 -1.8447692 -3.0846615 1.9349618 -3.6687405 -0.35729694 -3.0369186 -0.32402495
721 2.1883788 -2.543886 1.8299792 1.3935249 1.7205108 3.214574 -2.5951023 0.6935623
995 -0.45717153 -2.052855 1.3396177 0.5290032 -2.4398024 1.7556251 -0.12020297 -0.07325208
1768 2.9461393 -2.3257847 2.585828 1.691239 1.9909929 4.3563285 -2.55884 1.1520402
113 0.3221977 -2.2555344 1.3413044 0.4771868 0.06191876 0.5934164 -1.5604386 0.39212406
1094 1.0055785 -1.3150554 -1.5147552 0.5405008 -5.5422688 0.59657764 -0.41282862 0.18145241
7 2.9582462 -1.3572364 -4.17352 1.7934794 -4.5393615 4.4849086 -0.43108192 -0.9666516
851 3.9774897 -0.81317735 -3.8080392 1.3913369 -10.791505 1.0235109 -1.5568378 0.5674204
723 2.923913 -3.0283496 2.559531 1.5942373 1.8701004 2.4400022 -3.710348 1.1209275
1268 0.10159857 -1.9989084 -0.9103663 0.9178025 -3.7633119 1.7730815 -0.2505577 -0.9406822
679 3.043397 -2.5478265 3.2256556 0.92765 2.4417846 2.8934076 -3.7821217 2.3702724
1577 2.8053448 -1.8058528 -1.6134334 1.2769653 1.5810153 0.8607279 -0.3751798 1.9419041
1212 -0.6106157 -1.9599916 0.737774 0.30620798 -2.140995 1.8204924 0.19556603 -0.08721286
1485 3.1763551 -2.6716242 0.8565241 2.8723705 0.4228631 7.78062 -1.4023279 -0.7488491
379 0.7816565 -0.3136652 -1.4736835 -0.0939588 -2.50506 2.7232788 0.7534475 0.7137446
1451 0.8898086 -0.7840563 2.4206247 -1.2374132 -4.65361 -0.8267384 -1.2090349 3.635827
198 1.4864641 -2.745572 3.1045942 0.5542155 -0.8141137 -0.96597385 -3.4401205 1.859134
54 4.2484207 -0.8336267 -3.8922975 1.4217987 -10.99414 0.7349555 -1.8746481 0.6828886
328 3.1611829 0.031607725 -3.414316 0.18637395 -3.1049435 0.11904246 -1.3035675 1.642895
30 -0.4457568 -1.9885304 1.3471586 0.49815625 -2.442692 1.6223745 -0.21663272 -0.055945236
782 1.290725 -1.4573368 3.0442877 -0.16751197 0.7009462 4.617555 -0.6766332 2.4372447
585 3.1561904 0.07796862 -3.3037205 0.24172217 -2.942784 0.17273806 -1.2835777 1.5535678
1717 -0.31331146 -1.7786463 -0.2938232 0.19856717 -0.9203317 2.1827528 0.13499495 -0.11775376
