0 1 2 3 4 5 6 7
1080 -0.64202666 -0.76663965 -0.4589772 -1.5672301 -0.24580666 0.9068588 -1.6016735 0.2173851
527 2.1631386 0.7126114 -0.7477032 -1.238869 -0.8150397 1.8970288 -0.9855734 3.8022525
984 0.06271062 -0.24592379 -0.47868884 -1.2077444 -0.0036064517 2.6998503 -1.5019163 0.68778443
11 4.8617587 2.166068 -3.3689716 -1.0668815 -1.9588274 2.1955938 -1.8927398 5.1514997
1465 -0.32178554 -0.5105496 -0.25604987 -0.79000926 -0.38903746 0.5175362 -1.3365793 0.13835943
1735 4.271177 -1.5276307 -1.7824038 -0.022356872 1.9110647 2.1536405 -1.6296877 2.8945904
1568 3.2726917 -3.0807714 -2.0527446 2.9060261 -1.9167305 1.6226164 -3.3017118 -1.6548821
1792 3.1470914 -4.011154 3.4594836 1.7808824 -4.4118834 -2.4778557 -5.07739 0.68086714
218 3.1113646 -4.0002747 3.4969862 1.7694398 -4.3464046 -2.4254677 -5.0539465 0.67825264
498 3.6585307 -5.2730184 2.6526866 4.087832 -3.8046763 2.5841966 -4.734078 -2.2794752
1555 1.2173232 -2.5856743 1.162956 1.1345079 1.1052152 2.969098 -1.6882664 0.24726151
544 3.2953362 -3.1396446 -2.2059426 3.086513 -1.8903236 2.543938 -3.0357742 -1.9466949
214 4.6105413 2.0398223 -3.3532457 -0.65578467 -0.91322565 2.5589974 -2.3587577 4.316974
1018 1.3382335 0.6848387 -0.4820552 -1.1729405 -1.8783133 1.8788236 -0.10154078 3.0879095
351 0.9784588 0.85347736 -0.51274616 -1.1763988 -2.2449303 1.9753213 -0.022632211 2.87795
945 0.56043166 -2.982633 1.9187632 -0.3717353 -6.090704 3.152563 0.59442943 0.8747684
21 5.3443737 1.1921655 -0.8441405 -0.9518676 -0.80139685 6.281999 -0.8665008 6.1050386
345 1.0950449 -2.6318505 1.1098964 1.0905828 1.0236385 2.805241 -1.6131927 0.2274993
1131 -0.26548144 -1.1371846 0.06421986 0.13295174 -0.5376618 1.6139808 0.14824264 0.005944604
1643 2.3961146 1.0874019 -2.0688887 0.97728246 0.4160493 2.6751823 -2.0068147 1.2318428
311 4.257707 -1.6393237 -1.8097608 -0.07779722 1.9787325 2.135401 -1.6667765 2.968353
602 2.632834 1.2916203 4.424952 -2.0554583 -1.6363846 3.9942105 -1.9818889 6.686388
281 1.0072598 -0.118912056 3.0997486 -1.04536 -0.26828533 3.8363748 -1.0100108 3.609758
92 2.378202 -1.7764232 -3.61028 1.5383234 -3.8138208 1.7239782 -1.2723634 -0.7795201
1516 0.80293274 -2.5067143 1.2635968 0.9192614 0.70592254 2.0006232 -1.6823789 0.1904789
840 1.4431338 0.6430832 -0.3595307 -1.2054043 -1.9721551 1.7704166 -0.02762923 3.2018921
1740 0.10680625 -1.757465 -0.51956654 0.79195154 0.38574252 -0.4145587 1.0511702 0.90496
1444 0.3201029 -2.3934884 1.0261985 0.7317675 0.31737056 1.5585493 -1.2477659 0.060521286
62 0.57512 -2.4481215 1.1196412 0.86119 0.5227104 1.7664363 -1.4901707 0.09541363
873 4.6063952 1.2600467 0.1380835 -1.4642389 -1.2836782 5.089922 -0.87517357 6.5721073
807 0.093802854 -2.3456705 0.94169825 0.6005843 0.15143795 1.4019296 -1.0376818 0.04035971
1747 1.4794668 -2.508871 2.6580603 0.45797357 0.7593558 0.3946688 -2.7986352 1.8031579
677 4.592415 1.9591985 -3.3024104 -1.196821 -2.517581 1.4039003 -1.7200875 5.153843
128 3.867721 1.2754524 -3.9277103 0.61677325 -0.7672945 3.2175136 -2.21255 1.9155949
1502 0.95620114 -2.5626242 1.2939228 0.9992124 0.8657716 2.2992365 -1.7139218 0.22611557
1152 3.6766517 -3.0365553 -2.8607998 3.0322716 -1.6671473 3.3617857 -2.8844872 -1.7844785
1549 2.683831 -2.8694816 2.9416752 1.1383718 1.9587198 1.7489237 -3.6923013 1.8982455
1056 3.5210636 -2.86242 -2.816436 2.907073 -1.635525 3.5108373 -2.7009573 -1.7504749
1698 1.837029 -2.7362163 1.3556049 1.5564979 1.326477 3.2738786 -2.245853 0.19814675
74 0.05349753 -1.2642876 -0.24924967 0.74384844 -0.05248136 -0.33407766 0.80516577 0.67813134
763 1.772388 -2.6329062 2.8386118 0.5994849 0.941154 0.52162254 -3.136686 1.9315474
1034 0.5759017 -0.7017452 3.717257 -0.9828076 -0.62030053 3.478665 -0.3376285 3.4826655
271 5.0007825 1.8976481 -3.6988552 -0.25953585 -0.16516665 2.4419348 -2.790888 4.0210223
1213 4.206979 -1.7527727 -1.9658879 -0.0632861 2.007896 2.110419 -1.6141441 2.9083443
867 1.1369165 0.76557374 2.8297079 -1.6154257 -1.5404658 3.45977 -1.0183157 4.390098
1731 2.862899 -0.9162596 2.2663507 -0.85223037 1.2369826 0.9343715 -2.5420184 4.76974
1000 2.2465255 -1.1686367 2.4776967 -0.7874534 1.2627366 1.496564 -2.112274 4.1489735
1237 4.9874444 1.692445 -3.7522476 -0.25665247 0.22534268 2.3548682 -2.8095708 4.0469337
58 3.5092013 -2.9700675 -1.7901909 2.881963 -1.0189817 2.0169382 -3.4995434 -1.4494882
147 3.0021982 -0.80795133 2.1938658 -0.9964783 1.0998325 0.8143022 -2.5947025 4.993978
1363 1.9884654 -2.7669768 1.2954305 1.5898271 1.4054344 3.2284267 -2.404009 0.18692164
244 4.135875 -1.8309602 -1.9972948 0.3925935 2.019103 1.8599877 -1.1783667 2.8294804
81 4.1511874 0.9054804 -0.8956598 -1.0158325 0.34931794 3.9499702 -1.6584563 5.072098
603 0.46765023 -0.6537329 -0.32228726 -1.1404256 0.10787044 3.5931938 -1.3839034 0.70515996
1221 3.1749415 -3.158809 -1.7663486 2.9843862 -2.0165386 1.4967618 -3.3913715 -1.714635
443 0.06536417 -1.5087868 -0.3049133 0.38132674 -0.37828016 2.3675187 0.0632667 -0.12190893
1358 3.413746 -3.1112478 -2.224685 3.048034 -1.8545885 2.1920128 -3.1553442 -1.7882493
1338 2.7947226 -1.0241001 2.2746615 -0.7967166 1.4010478 1.1751639 -2.5450654 4.583869
727 -0.56650466 -1.9620004 0.55185795 0.41538578 -1.7479888 1.8075595 0.033549786 -0.2655196
380 -0.12093905 -2.3234646 0.8641266 0.5073756 0.035258267 1.2899061 -0.8255358 0.064285934
519 1.1941476 -0.9513578 3.0791616 -0.8773423 0.31179583 3.4858878 -0.70789367 3.5961208
1593 1.8520905 -2.743676 1.1248873 1.5138623 1.3425157 3.0245206 -2.2178988 0.14287494
1248 3.5986423 -6.3473907 4.9155455 3.825646 -5.4898305 0.66105413 -5.8539014 -1.2645336
1253 1.0811455 -3.927663 2.2453241 0.34159577 -6.7564826 2.6526496 -0.39256397 0.3469482
429 0.045522887 -1.4167042 -0.2997493 0.33293942 -0.38617277 2.2485108 0.0780183 -0.08682499
993 3.1796649 -6.0158243 4.6074667 3.8061194 -5.7517123 1.2207118 -5.3419333 -1.5802747
172 2.574862 0.33452323 4.400826 -1.703115 -0.64743185 3.727114 -1.7150476 6.264017
1413 3.2412941 0.10344082 -3.2880867 -0.6564374 -4.608441 -0.6616856 -1.3878242 3.163813
715 -0.22995794 -2.292216 0.81159997 0.42346984 -0.017315581 1.234427 -0.79969466 0.05922608
634 4.0135164 -5.869088 2.133256 4.583548 -4.096395 3.142222 -5.127688 -2.8240745
296 3.9278202 -1.900575 -1.9898885 0.3275631 1.939365 1.7924542 -1.1363256 2.6725833
747 2.9989502 0.7183399 -0.69133 -1.4808581 -0.49572322 1.9881679 -1.49254 4.8986793
788 2.2223797 -2.1208227 -3.0465097 1.6740086 -2.2285202 1.4270626 -1.8264099 -0.89449316
1042 0.6143192 -1.726444 0.0938447 0.585248 -1.2493675 -0.7485659 -1.6295725 0.010758149
1029 1.0640707 -2.0801876 3.103324 -0.39788115 -0.24974789 -0.054192744 -2.3246548 2.865005
927 3.075926 -2.8361707 -2.3277886 2.6529107 -2.6057985 1.0697807 -3.0882764 -1.5268734
1324 2.7219226 -2.8814728 2.9278588 1.1983913 1.7690706 1.3065399 -4.01884 1.8508742
536 1.13479 0.8098443 -0.42472807 -1.1782098 -2.3910935 1.9808301 0.13755473 3.0143492
262 2.1840684 -2.7682157 3.1257484 0.72150725 1.3178748 0.94775695 -3.6066592 2.091567
1026 0.72085845 -2.526101 1.2177466 -0.22988881 -6.356159 4.955905 1.0743554 0.5900469
881 5.5922813 2.10334 -3.846481 -1.2499013 -3.2541735 1.1412877 -1.9348942 5.7674627
1420 0.6698564 -1.2272234 -2.1191475 0.03817375 -4.441088 0.98316395 -0.07447103 0.4399998
816 3.0412989 -2.4915857 -2.576445 2.633907 -1.6727718 3.875193 -2.0519986 -1.7617961
1057 -0.69964427 -1.5809555 0.5025468 -0.14775726 -2.338471 1.4138416 0.30120674 0.36149397
1244 0.62371546 -1.6168222 0.10134452 0.5828772 -1.1983318 -0.7001015 -1.584968 0.0001557467
1458 2.93287 -4.0845323 3.0457706 3.2672837 -3.262336 2.1943986 -3.8461552 -1.4244162
446 -0.61936784 -1.9112201 0.6666438 0.33187032 -1.5835495 1.751573 -0.0028891503 -0.1846386
20 2.8545563 1.4028139 4.0636573 -2.2004902 -1.9373243 3.849034 -1.6863856 7.057433
441 3.3333726 0.6100299 -0.36031508 -1.5732567 -0.53612167 1.8386565 -1.4833193 5.500753
1252 4.1371455 -5.835806 1.8772271 4.834878 -4.2104616 3.2506843 -5.2582035 -3.0059466
57 2.09916 -1.6701653 -3.2481642 1.3727682 -2.887804 1.8258866 -1.045118 -0.692011
1083 1.7430577 -1.5883781 -1.1561778 1.0878463 1.1375116 0.58117265 0.17129043 1.4208595
847 4.961946 1.1905872 1.4154083 -1.8774583 -1.3128995 4.408233 -1.2169163 7.7816906
639 0.15221576 -1.008091 1.9508945 -1.12966 -3.697834 -0.25542828 -0.58208114 2.8139365
1402 3.1488473 -0.5979851 2.4666972 -1.2843788 0.6342661 0.5923881 -2.651353 5.519045
1513 2.5936558 -2.6855347 3.083343 0.9666463 1.9184585 1.7437645 -3.5311553 2.0927222
397 1.2218707 0.7559519 -0.30743283 -1.1736454 -2.4246109 1.8649755 0.21965188 3.0717432
1205 0.66482866 -2.815592 1.6868101 -0.09950859 -6.462193 5.0971894 0.75569135 0.4361126
1665 5.463175 1.9037615 -3.625141 -1.2845757 -3.105399 0.9186129 -1.8605236 5.700229
481 2.580843 -2.7495651 3.1282463 0.95868725 1.6880515 1.3410128 -3.839037 2.046353
565 2.8001513 -2.7457192 3.0212464 1.0904235 2.208591 2.262852 -3.6899278 2.0547636
464 0.26285502 -0.81780523 2.570128 -1.4692992 -0.61780167 3.5594728 -0.49151936 2.7694252
1391 2.707565 -2.5224094 -3.0121412 2.1699333 -2.3705661 1.5323658 -2.3120885 -1.2212706
637 1.986727 -1.1787951 2.6574051 -0.93180484 1.0043229 1.7400622 -1.7937943 4.194923
83 2.3647487 -5.3355865 3.9110062 2.8904154 -6.1879153 2.2519221 -3.5728493 -1.3722985
797 1.226791 -2.588599 2.816679 0.54982966 0.17674674 0.12037562 -2.778425 1.5562027
735 0.5346291 -1.7698725 2.5681863 -0.24157548 -0.95945 -0.33495396 -1.7384372 2.0556865
151 3.158134 0.88052595 -3.0123417 0.8215179 0.16393724 2.55221 -2.0372097 1.5192468
1028 3.2942557 -2.6940284 -2.6480968 2.8200514 -1.6232547 3.8627443 -2.2842276 -1.8031583
627 1.6897928 -2.48819 3.416151 0.3591498 -0.3821561 -0.66371155 -3.412534 2.3845272
1504 1.571311 -1.2553487 2.8483815 -0.94028527 0.8266779 2.1440217 -1.4469901 3.839933
762 2.7314699 -3.032327 2.7328756 1.4995795 1.666237 1.9651691 -3.7748518 1.2274386
332 0.9322043 -1.1282685 4.531131 -0.45141998 -0.19902247 4.178076 -0.6369616 3.2164931
56 4.175518 -5.853864 1.487544 4.9565034 -4.1656365 3.3986778 -5.158857 -3.1484282
1702 2.307731 -2.0049367 -3.0706117 1.7546244 -1.9782475 1.9979514 -1.7028989 -0.9258208
1044 -0.6133036 -1.8557425 0.8079266 -0.06575163 -3.0594707 1.1003025 0.0700768 0.48299375
1096 -0.006387024 -1.3645468 2.4671164 -0.9350637 -3.1713417 -0.04779983 -0.649155 2.5835955
1117 3.0179105 0.97698104 4.8321414 -2.1185162 -1.4964911 4.019797 -1.9154471 7.2203627
1463 3.532352 0.5579779 0.0069525302 -1.6918553 -0.5198505 1.8217614 -1.5623614 6.0145392
208 2.7151113 -2.9510882 2.942526 1.3371216 1.667118 1.6553774 -3.7955744 1.5543772
444 5.2463937 1.7171377 -3.3054879 -1.280344 -2.9514399 0.6771138 -1.7816349 5.552497
1783 2.1945035 -1.3200036 2.384912 -0.5911359 1.400884 1.1800025 -2.3313305 3.8154025
822 0.70627296 -3.1071079 2.113334 0.10547185 -6.4740005 5.2506948 0.31139717 0.18685442
374 3.1466649 0.104940146 -3.0036578 -0.6773732 -4.496084 -0.88606215 -1.4329894 3.1729069
1426 3.9635544 -3.6889544 -1.5195913 3.9765937 -2.2646341 3.3787835 -3.7060747 -2.5240989
342 0.6901099 -1.809535 -0.42849103 0.84570956 -0.10315871 3.6918373 -0.16642587 -0.22109921
1691 0.83109915 -2.3175282 1.2318044 0.7669154 1.0183237 3.0541232 -1.1715454 0.46460655
1509 1.8700784 -1.106688 -2.945872 0.51685774 -6.314789 0.6588262 -0.59843284 0.504073
1809 4.6844797 0.81096053 0.21399868 -1.5054766 -0.16193938 3.6039486 -1.5956768 6.753578
888 -0.5435345 -1.7251122 0.43883982 0.22686322 -1.3459519 1.7841376 0.10024928 -0.10370402
580 -0.41892177 -1.3068831 0.7337759 0.120882854 -1.0607313 2.1463847 0.31776124 0.18191166
120 0.12908061 -1.0243931 3.0977247 -1.5607737 -1.8758756 1.516359 -0.16715653 3.60071
1521 1.324621 -4.287671 2.9262114 1.2218378 -6.385507 3.5786026 -0.982249 -0.3881659
241 3.163301 1.3695425 3.5371137 -2.2766654 -1.9835653 3.5908918 -1.469755 7.3697596
1355 3.7287383 1.2528876 2.8936677 -2.221247 -1.8208413 3.633672 -1.3008903 7.635237
1381 2.6484342 -2.52993 -2.6292045 2.2755778 -2.7371912 1.1602554 -2.5039089 -1.3749387
283 2.3662004 -2.3343453 -2.873229 1.9352108 -1.7572416 2.1443527 -1.7821534 -1.0883836
619 3.180267 -0.49868762 2.4093697 -1.4024705 0.41163906 0.5004053 -2.522197 5.7396793
1409 0.583718 -1.7515188 2.8693583 -0.3326145 -1.1465292 -0.22702488 -1.6814063 2.3222795
1054 2.857423 -2.574746 -2.8442588 2.3244405 -1.5376116 2.6841433 -2.1443458 -1.3139377
1095 2.7191226 -1.1898144 -1.0017347 0.830909 1.5609516 1.7739649 -0.48339245 1.8079435
66 4.940074 1.5628502 -2.9536164 -1.2746897 -2.8462193 0.4515061 -1.6957495 5.3253336
711 2.7284667 -2.358287 2.2499914 1.1310929 2.2366872 3.0219076 -3.1422355 1.543813
742 2.3825257 -1.6333336 -3.6519551 1.4751142 -3.882331 1.7951518 -1.0894139 -0.6816048
